train_years,test_year,dow,dow_name,window,window_utc,entry_thresh,exit_thresh,entry_confirm_min,exit_confirm_min,timed_exit_bars,timed_exit_min,train_n,train_avg_pips,test_n,test_total_pips,test_avg_pips,oos_profitable
"[2019, 2020, 2021, 2022, 2023, 2024]",2025,1,Tue,40,20:00,0.4,0.2,0,60,47,235,616,0.78,115,222.8,1.9374,True
"[2019, 2020, 2021, 2022, 2023, 2024, 2025]",2026,1,Tue,40,20:00,0.4,0.2,0,60,68,340,731,1.0658,9,93.9,10.4333,True
[2019],2020,1,Tue,41,20:30,0.4,0.2,0,0,9,45,16,2.2188,112,-306.4,-2.7357,False
"[2019, 2020]",2021,1,Tue,41,20:30,0.4,0.2,0,60,44,220,128,2.4039,122,-319.1,-2.6156,False
"[2019, 2020, 2021]",2022,1,Tue,41,20:30,0.4,0.2,0,60,144,720,250,0.306,95,-375.8,-3.9558,False
[2019],2020,1,Tue,42,21:00,0.4,0.2,0,40,468,2340,17,8.9294,126,-788.9,-6.2611,False
"[2019, 2020]",2021,1,Tue,42,21:00,0.4,0.2,60,60,26,130,56,5.0554,32,-129.1,-4.0344,False
"[2019, 2020, 2021]",2022,1,Tue,42,21:00,0.4,0.2,60,60,26,130,88,1.75,37,-279.0,-7.5405,False
[2019],2020,1,Tue,43,21:30,0.4,0.2,0,35,126,630,32,4.9281,106,-575.4,-5.4283,False
"[2019, 2020]",2021,1,Tue,43,21:30,0.4,0.2,60,35,175,875,56,3.0196,38,-76.7,-2.0184,False
"[2019, 2020, 2021]",2022,1,Tue,43,21:30,0.4,0.2,60,40,175,875,94,1.1383,46,-98.3,-2.137,False
"[2019, 2020, 2021, 2022]",2023,1,Tue,43,21:30,0.4,0.2,60,0,128,640,140,0.8379,39,161.2,4.1333,True
"[2019, 2020, 2021, 2022, 2023]",2024,1,Tue,43,21:30,0.4,0.2,60,0,193,965,179,1.595,32,-90.0,-2.8125,False
"[2019, 2020, 2021, 2022, 2023, 2024]",2025,1,Tue,43,21:30,0.4,0.2,60,0,184,920,211,0.9303,35,72.6,2.0743,True
"[2019, 2020, 2021, 2022, 2023, 2024, 2025]",2026,1,Tue,43,21:30,0.4,0.2,60,0,212,1060,246,1.2467,6,19.2,3.2,True
"[2019, 2020]",2021,1,Tue,44,22:00,0.4,0.2,60,60,335,1675,86,5.9384,77,286.2,3.7169,True
"[2019, 2020, 2021]",2022,1,Tue,44,22:00,0.4,0.2,60,0,241,1205,163,5.0301,95,678.7,7.1442,True
"[2019, 2020, 2021, 2022]",2023,1,Tue,44,22:00,0.4,0.2,60,0,241,1205,258,5.8085,64,215.4,3.3656,True
"[2019, 2020, 2021, 2022, 2023]",2024,1,Tue,44,22:00,0.4,0.2,60,0,241,1205,322,5.323,69,253.6,3.6754,True
"[2019, 2020, 2021, 2022, 2023, 2024]",2025,1,Tue,44,22:00,0.4,0.2,60,0,241,1205,391,5.0322,95,-11.9,-0.1253,False
"[2019, 2020]",2021,1,Tue,45,22:30,0.4,0.2,30,0,16,80,84,1.0893,76,-113.1,-1.4882,False
"[2019, 2020, 2021]",2022,1,Tue,45,22:30,0.4,0.2,30,0,187,935,160,0.0069,64,-79.1,-1.2359,False
"[2019, 2020, 2021, 2022]",2023,1,Tue,45,22:30,0.4,0.2,30,0,484,2420,224,0.3129,82,469.7,5.728,True
"[2019, 2020, 2021, 2022, 2023]",2024,1,Tue,45,22:30,0.4,0.2,60,0,478,2390,229,2.0179,63,150.3,2.3857,True
"[2019, 2020, 2021, 2022, 2023, 2024]",2025,1,Tue,45,22:30,0.4,0.2,60,0,478,2390,292,2.0973,66,340.2,5.1545,True
[2019],2020,1,Tue,46,23:00,0.4,0.2,40,60,21,105,17,1.6647,101,-49.4,-0.4891,False
"[2019, 2020]",2021,1,Tue,46,23:00,0.4,0.2,0,60,183,915,166,4.4271,164,37.2,0.2268,True
"[2019, 2020, 2021]",2022,1,Tue,46,23:00,0.4,0.2,0,60,183,915,330,2.3397,171,-548.2,-3.2058,False
"[2019, 2020, 2021, 2022]",2023,1,Tue,46,23:00,0.4,0.2,0,0,163,815,501,2.4098,141,372.9,2.6447,True
"[2019, 2020, 2021, 2022, 2023]",2024,1,Tue,46,23:00,0.4,0.2,0,0,181,905,642,2.5145,145,628.0,4.331,True
"[2019, 2020, 2021, 2022, 2023, 2024]",2025,1,Tue,46,23:00,0.4,0.2,0,0,181,905,787,2.8492,164,513.3,3.1299,True
"[2019, 2020, 2021, 2022, 2023, 2024, 2025]",2026,1,Tue,46,23:00,0.4,0.2,0,0,230,1150,951,2.9115,9,-21.2,-2.3556,False
[2019],2020,1,Tue,47,23:30,0.4,0.2,0,5,34,170,17,4.5353,109,88.4,0.811,True
"[2019, 2020]",2021,1,Tue,47,23:30,0.4,0.2,60,0,190,950,59,4.8492,46,-52.0,-1.1304,False
"[2019, 2020, 2021]",2022,1,Tue,47,23:30,0.4,0.2,0,0,202,1010,248,2.3161,108,-81.1,-0.7509,False
"[2019, 2020, 2021, 2022]",2023,1,Tue,47,23:30,0.4,0.2,0,0,202,1010,356,1.3857,95,466.4,4.9095,True
"[2019, 2020, 2021, 2022, 2023]",2024,1,Tue,47,23:30,0.4,0.2,0,0,202,1010,451,2.1279,135,1246.3,9.2319,True
"[2019, 2020, 2021, 2022, 2023, 2024]",2025,1,Tue,47,23:30,0.4,0.2,60,0,232,1160,255,4.089,58,289.3,4.9879,True
"[2019, 2020, 2021, 2022, 2023, 2024, 2025]",2026,1,Tue,47,23:30,0.4,0.2,60,0,190,950,313,4.2633,3,-11.7,-3.9,False
[2019],2020,2,Wed,0,00:00,0.4,0.2,15,60,25,125,31,4.0806,177,26.2,0.148,True
"[2019, 2020]",2021,2,Wed,0,00:00,0.4,0.2,0,45,172,860,237,7.0726,220,586.0,2.6636,True
"[2019, 2020, 2021]",2022,2,Wed,0,00:00,0.4,0.2,0,50,150,750,457,5.472,163,937.9,5.754,True
"[2019, 2020, 2021, 2022]",2023,2,Wed,0,00:00,0.4,0.2,0,50,142,710,620,5.5621,209,1963.3,9.3938,True
"[2019, 2020, 2021, 2022, 2023]",2024,2,Wed,0,00:00,0.4,0.2,0,60,170,850,829,6.6624,208,2460.1,11.8274,True
"[2019, 2020, 2021, 2022, 2023, 2024]",2025,2,Wed,0,00:00,0.4,0.2,0,60,97,485,1037,7.8889,201,493.0,2.4527,True
"[2019, 2020, 2021, 2022, 2023, 2024, 2025]",2026,2,Wed,0,00:00,0.4,0.2,0,60,49,245,1238,7.0211,16,-65.5,-4.0937,False
[2019],2020,2,Wed,1,00:30,0.4,0.2,0,35,92,460,34,12.6794,126,136.1,1.0802,True
"[2019, 2020]",2021,2,Wed,1,00:30,0.4,0.2,0,50,398,1990,160,5.1069,154,575.5,3.737,True
"[2019, 2020, 2021]",2022,2,Wed,1,00:30,0.4,0.2,0,0,364,1820,314,4.5994,145,686.4,4.7338,True
"[2019, 2020, 2021, 2022]",2023,2,Wed,1,00:30,0.4,0.2,0,60,456,2280,459,5.042,156,783.5,5.0224,True
"[2019, 2020, 2021, 2022, 2023]",2024,2,Wed,1,00:30,0.4,0.2,60,60,444,2220,314,5.4513,81,709.9,8.7642,True
"[2019, 2020, 2021, 2022, 2023, 2024]",2025,2,Wed,1,00:30,0.4,0.2,30,0,372,1860,489,7.4622,107,458.0,4.2804,True
"[2019, 2020, 2021, 2022, 2023, 2024, 2025]",2026,2,Wed,1,00:30,0.4,0.2,30,0,372,1860,596,6.8909,6,-50.2,-8.3667,False
"[2019, 2020]",2021,2,Wed,2,01:00,0.4,0.2,55,45,129,645,115,10.5287,101,-1.6,-0.0158,False
"[2019, 2020, 2021]",2022,2,Wed,2,01:00,0.4,0.2,0,60,74,370,334,6.2671,168,570.8,3.3976,True
"[2019, 2020, 2021, 2022]",2023,2,Wed,2,01:00,0.4,0.2,0,45,140,700,502,6.4568,174,1091.2,6.2713,True
"[2019, 2020, 2021, 2022, 2023]",2024,2,Wed,2,01:00,0.4,0.2,0,0,126,630,676,6.8648,133,1345.1,10.1135,True
"[2019, 2020, 2021, 2022, 2023, 2024]",2025,2,Wed,2,01:00,0.4,0.2,0,0,156,780,809,7.5142,158,892.7,5.65,True
"[2019, 2020, 2021, 2022, 2023, 2024, 2025]",2026,2,Wed,2,01:00,0.4,0.2,0,0,151,755,967,7.2366,28,144.2,5.15,True
"[2019, 2020]",2021,2,Wed,3,01:30,0.4,0.2,60,45,137,685,65,9.34,77,236.7,3.074,True
"[2019, 2020, 2021]",2022,2,Wed,3,01:30,0.4,0.2,60,45,140,700,142,6.0282,65,-62.2,-0.9569,False
"[2019, 2020, 2021, 2022]",2023,2,Wed,3,01:30,0.4,0.2,0,0,409,2045,371,5.0434,142,255.6,1.8,True
"[2019, 2020, 2021, 2022, 2023]",2024,2,Wed,3,01:30,0.4,0.2,0,0,409,2045,513,4.1456,118,553.1,4.6873,True
"[2019, 2020, 2021, 2022, 2023, 2024]",2025,2,Wed,3,01:30,0.4,0.2,0,0,409,2045,631,4.2469,129,285.3,2.2116,True
"[2019, 2020, 2021, 2022, 2023, 2024, 2025]",2026,2,Wed,3,01:30,0.4,0.2,0,0,409,2045,760,3.9014,7,22.1,3.1571,True
"[2019, 2020]",2021,2,Wed,4,02:00,0.4,0.2,45,0,81,405,103,7.1301,94,-82.1,-0.8734,False
"[2019, 2020, 2021]",2022,2,Wed,4,02:00,0.4,0.2,0,0,163,815,279,4.1903,126,800.1,6.35,True
"[2019, 2020, 2021, 2022]",2023,2,Wed,4,02:00,0.4,0.2,0,0,272,1360,405,5.1017,115,894.1,7.7748,True
"[2019, 2020, 2021, 2022, 2023]",2024,2,Wed,4,02:00,0.4,0.2,0,0,245,1225,520,5.6965,115,658.2,5.7235,True
"[2019, 2020, 2021, 2022, 2023, 2024]",2025,2,Wed,4,02:00,0.4,0.2,0,0,214,1070,635,5.7359,140,664.5,4.7464,True
"[2019, 2020, 2021, 2022, 2023, 2024, 2025]",2026,2,Wed,4,02:00,0.4,0.2,0,0,214,1070,775,5.5572,10,203.1,20.31,True
"[2019, 2020]",2021,2,Wed,5,02:30,0.4,0.2,50,50,94,470,63,5.3556,61,8.9,0.1459,True
"[2019, 2020, 2021]",2022,2,Wed,5,02:30,0.4,0.2,40,50,96,480,133,3.3767,59,-120.4,-2.0407,False
"[2019, 2020, 2021, 2022]",2023,2,Wed,5,02:30,0.4,0.2,0,60,76,380,319,2.9944,121,167.5,1.3843,True
"[2019, 2020, 2021, 2022, 2023]",2024,2,Wed,5,02:30,0.4,0.2,0,0,155,775,440,3.3084,90,218.6,2.4289,True
"[2019, 2020, 2021, 2022, 2023, 2024]",2025,2,Wed,5,02:30,0.4,0.2,0,0,152,760,530,3.1719,102,150.8,1.4784,True
"[2019, 2020, 2021, 2022, 2023, 2024, 2025]",2026,2,Wed,5,02:30,0.4,0.2,0,0,164,820,632,2.9089,10,54.1,5.41,True
[2019],2020,2,Wed,6,03:00,0.4,0.2,0,60,62,310,16,2.8438,115,311.2,2.7061,True
"[2019, 2020]",2021,2,Wed,6,03:00,0.4,0.2,0,55,287,1435,131,6.1336,123,374.8,3.0472,True
"[2019, 2020, 2021]",2022,2,Wed,6,03:00,0.4,0.2,0,55,287,1435,254,4.639,132,423.4,3.2076,True
"[2019, 2020, 2021, 2022]",2023,2,Wed,6,03:00,0.4,0.2,0,45,287,1435,386,4.1927,116,383.9,3.3095,True
"[2019, 2020, 2021, 2022, 2023]",2024,2,Wed,6,03:00,0.4,0.2,60,0,80,400,253,4.7486,57,-59.0,-1.0351,False
"[2019, 2020, 2021, 2022, 2023, 2024]",2025,2,Wed,6,03:00,0.4,0.2,60,0,140,700,310,3.7068,68,-335.1,-4.9279,False
"[2019, 2020, 2021, 2022, 2023, 2024, 2025]",2026,2,Wed,6,03:00,0.4,0.2,0,20,287,1435,728,3.7315,17,86.7,5.1,True
[2019],2020,2,Wed,7,03:30,0.4,0.2,15,60,93,465,16,5.9312,89,472.0,5.3034,True
"[2019, 2020]",2021,2,Wed,7,03:30,0.4,0.2,50,55,272,1360,63,28.3365,41,72.0,1.7561,True
"[2019, 2020, 2021]",2022,2,Wed,7,03:30,0.4,0.2,50,55,272,1360,104,17.8577,58,-252.4,-4.3517,False
"[2019, 2020, 2021, 2022]",2023,2,Wed,7,03:30,0.4,0.2,60,15,270,1350,147,9.9966,52,362.9,6.9788,True
"[2019, 2020, 2021, 2022, 2023]",2024,2,Wed,7,03:30,0.4,0.2,60,15,270,1350,199,9.208,41,628.5,15.3293,True
"[2019, 2020, 2021, 2022, 2023, 2024]",2025,2,Wed,7,03:30,0.4,0.2,60,15,270,1350,240,10.2537,51,437.6,8.5804,True
[2019],2020,2,Wed,8,04:00,0.4,0.2,60,25,175,875,17,6.2706,81,755.4,9.3259,True
"[2019, 2020]",2021,2,Wed,8,04:00,0.4,0.2,60,0,91,455,98,13.2439,96,489.2,5.0958,True
"[2019, 2020, 2021]",2022,2,Wed,8,04:00,0.4,0.2,60,0,91,455,194,9.2119,103,366.9,3.5621,True
"[2019, 2020, 2021, 2022]",2023,2,Wed,8,04:00,0.4,0.2,60,0,440,2200,297,7.6256,90,501.9,5.5767,True
"[2019, 2020, 2021, 2022, 2023]",2024,2,Wed,8,04:00,0.4,0.2,0,60,117,585,672,8.3229,134,3477.4,25.9507,True
"[2019, 2020, 2021, 2022, 2023, 2024]",2025,2,Wed,8,04:00,0.4,0.2,0,60,115,575,806,11.2757,158,1840.5,11.6487,True
"[2019, 2020, 2021, 2022, 2023, 2024, 2025]",2026,2,Wed,8,04:00,0.4,0.2,5,60,114,570,925,11.365,17,-7.4,-0.4353,False
"[2019, 2020]",2021,2,Wed,9,04:30,0.4,0.2,40,60,146,730,64,12.2781,54,124.3,2.3019,True
"[2019, 2020, 2021]",2022,2,Wed,9,04:30,0.4,0.2,40,45,91,455,118,8.9254,62,97.8,1.5774,True
"[2019, 2020, 2021, 2022]",2023,2,Wed,9,04:30,0.4,0.2,45,30,96,480,166,6.9428,53,439.6,8.2943,True
"[2019, 2020, 2021, 2022, 2023]",2024,2,Wed,9,04:30,0.4,0.2,45,30,99,495,219,7.6612,62,340.8,5.4968,True
"[2019, 2020, 2021, 2022, 2023, 2024]",2025,2,Wed,9,04:30,0.4,0.2,60,0,218,1090,238,8.9752,48,394.2,8.2125,True
"[2019, 2020, 2021, 2022, 2023, 2024, 2025]",2026,2,Wed,9,04:30,0.4,0.2,60,0,218,1090,286,8.8472,6,80.1,13.35,True
"[2019, 2020]",2021,2,Wed,10,05:00,0.4,0.2,60,60,78,390,77,9.987,64,-148.0,-2.3125,False
"[2019, 2020, 2021]",2022,2,Wed,10,05:00,0.4,0.2,60,0,103,515,141,6.7745,84,273.9,3.2607,True
"[2019, 2020, 2021, 2022]",2023,2,Wed,10,05:00,0.4,0.2,60,0,103,515,225,5.4627,69,375.4,5.4406,True
"[2019, 2020, 2021, 2022, 2023]",2024,2,Wed,10,05:00,0.4,0.2,60,0,103,515,294,5.4575,58,269.8,4.6517,True
"[2019, 2020, 2021, 2022, 2023, 2024]",2025,2,Wed,10,05:00,0.4,0.2,60,0,103,515,352,5.3247,71,160.0,2.2535,True
"[2019, 2020, 2021, 2022, 2023, 2024, 2025]",2026,2,Wed,10,05:00,0.4,0.2,60,0,103,515,423,4.8092,13,41.7,3.2077,True
"[2019, 2020]",2021,2,Wed,11,05:30,0.4,0.2,60,30,246,1230,69,47.7971,50,172.1,3.442,True
"[2019, 2020, 2021]",2022,2,Wed,11,05:30,0.4,0.2,60,30,246,1230,119,29.1605,54,439.9,8.1463,True
"[2019, 2020, 2021, 2022]",2023,2,Wed,11,05:30,0.4,0.2,60,30,246,1230,173,22.6012,55,145.4,2.6436,True
"[2019, 2020, 2021, 2022, 2023]",2024,2,Wed,11,05:30,0.4,0.2,60,0,245,1225,228,19.0654,59,348.5,5.9068,True
"[2019, 2020, 2021, 2022, 2023, 2024]",2025,2,Wed,11,05:30,0.4,0.2,60,0,245,1225,287,16.3603,49,407.3,8.3122,True
[2019],2020,2,Wed,12,06:00,0.4,0.2,20,60,18,90,23,5.4739,163,150.5,0.9233,True
"[2019, 2020]",2021,2,Wed,12,06:00,0.4,0.2,0,0,107,535,222,7.1032,183,1112.7,6.0803,True
"[2019, 2020, 2021]",2022,2,Wed,12,06:00,0.4,0.2,0,0,116,580,405,6.699,214,1884.3,8.8051,True
"[2019, 2020, 2021, 2022]",2023,2,Wed,12,06:00,0.4,0.2,0,0,107,535,619,7.462,167,832.9,4.9874,True
"[2019, 2020, 2021, 2022, 2023]",2024,2,Wed,12,06:00,0.4,0.2,0,0,107,535,786,6.9363,142,1360.5,9.581,True
"[2019, 2020, 2021, 2022, 2023, 2024]",2025,2,Wed,12,06:00,0.4,0.2,0,5,228,1140,928,7.7226,161,905.6,5.6248,True
"[2019, 2020, 2021, 2022, 2023, 2024, 2025]",2026,2,Wed,12,06:00,0.4,0.2,0,5,228,1140,1089,7.4125,11,-45.5,-4.1364,False
[2019],2020,2,Wed,13,06:30,0.4,0.2,0,50,12,60,21,1.4524,116,162.5,1.4009,True
"[2019, 2020]",2021,2,Wed,13,06:30,0.4,0.2,25,25,216,1080,101,13.5891,103,30.0,0.2913,True
"[2019, 2020, 2021]",2022,2,Wed,13,06:30,0.4,0.2,30,0,155,775,187,7.6091,66,606.1,9.1833,True
"[2019, 2020, 2021, 2022]",2023,2,Wed,13,06:30,0.4,0.2,30,0,156,780,253,8.0431,70,347.6,4.9657,True
"[2019, 2020, 2021, 2022, 2023]",2024,2,Wed,13,06:30,0.4,0.2,40,0,150,750,295,7.3834,81,1571.9,19.4062,True
"[2019, 2020, 2021, 2022, 2023, 2024]",2025,2,Wed,13,06:30,0.4,0.2,40,0,213,1065,376,10.3729,72,296.4,4.1167,True
[2019],2020,2,Wed,14,07:00,0.4,0.2,0,0,101,505,30,6.94,172,1545.2,8.9837,True
"[2019, 2020]",2021,2,Wed,14,07:00,0.4,0.2,0,0,246,1230,202,9.9485,194,1605.6,8.2763,True
"[2019, 2020, 2021]",2022,2,Wed,14,07:00,0.4,0.2,0,0,226,1130,396,9.1836,191,1551.5,8.123,True
"[2019, 2020, 2021, 2022]",2023,2,Wed,14,07:00,0.4,0.2,0,0,226,1130,587,8.8385,140,1423.8,10.17,True
"[2019, 2020, 2021, 2022, 2023]",2024,2,Wed,14,07:00,0.4,0.2,0,0,126,630,727,9.2425,169,613.0,3.6272,True
"[2019, 2020, 2021, 2022, 2023, 2024]",2025,2,Wed,14,07:00,0.4,0.2,0,0,122,610,896,8.2049,192,1736.7,9.0453,True
"[2019, 2020, 2021, 2022, 2023, 2024, 2025]",2026,2,Wed,14,07:00,0.4,0.2,0,0,125,625,1088,8.356,14,6.4,0.4571,True
[2019],2020,2,Wed,15,07:30,0.4,0.2,0,60,70,350,24,12.6083,107,646.9,6.0458,True
"[2019, 2020]",2021,2,Wed,15,07:30,0.4,0.2,0,0,354,1770,131,11.855,137,1056.0,7.708,True
"[2019, 2020, 2021]",2022,2,Wed,15,07:30,0.4,0.2,0,0,354,1770,268,9.7351,142,1167.2,8.2197,True
"[2019, 2020, 2021, 2022]",2023,2,Wed,15,07:30,0.4,0.2,0,0,354,1770,410,9.2102,150,1407.2,9.3813,True
"[2019, 2020, 2021, 2022, 2023]",2024,2,Wed,15,07:30,0.4,0.2,0,0,354,1770,560,9.2561,126,828.1,6.5722,True
"[2019, 2020, 2021, 2022, 2023, 2024]",2025,2,Wed,15,07:30,0.4,0.2,0,0,354,1770,686,8.7631,117,669.7,5.7239,True
"[2019, 2020, 2021, 2022, 2023, 2024, 2025]",2026,2,Wed,15,07:30,0.4,0.2,0,0,354,1770,803,8.3203,11,38.3,3.4818,True
[2019],2020,2,Wed,16,08:00,0.4,0.2,0,40,170,850,30,13.45,178,1401.1,7.8713,True
"[2019, 2020]",2021,2,Wed,16,08:00,0.4,0.2,0,10,139,695,208,9.6572,168,992.5,5.9077,True
"[2019, 2020, 2021]",2022,2,Wed,16,08:00,0.4,0.2,0,0,263,1315,376,8.7758,228,2932.4,12.8614,True
"[2019, 2020, 2021, 2022]",2023,2,Wed,16,08:00,0.4,0.2,0,50,140,700,604,11.297,164,2968.2,18.0988,True
"[2019, 2020, 2021, 2022, 2023]",2024,2,Wed,16,08:00,0.4,0.2,0,50,140,700,768,12.7495,167,1555.9,9.3168,True
"[2019, 2020, 2021, 2022, 2023, 2024]",2025,2,Wed,16,08:00,0.4,0.2,0,50,140,700,935,12.1364,166,826.7,4.9801,True
"[2019, 2020, 2021, 2022, 2023, 2024, 2025]",2026,2,Wed,16,08:00,0.4,0.2,0,50,145,725,1101,11.0693,22,274.6,12.4818,True
[2019],2020,2,Wed,17,08:30,0.4,0.2,5,60,75,375,18,16.2389,118,801.1,6.789,True
"[2019, 2020]",2021,2,Wed,17,08:30,0.4,0.2,40,30,170,850,90,11.5267,58,-78.5,-1.3534,False
"[2019, 2020, 2021]",2022,2,Wed,17,08:30,0.4,0.2,60,0,166,830,125,7.8848,64,253.0,3.9531,True
"[2019, 2020, 2021, 2022]",2023,2,Wed,17,08:30,0.4,0.2,60,0,120,600,189,6.6228,66,1263.2,19.1394,True
"[2019, 2020, 2021, 2022, 2023]",2024,2,Wed,17,08:30,0.4,0.2,60,0,256,1280,255,10.7204,48,41.6,0.8667,True
"[2019, 2020, 2021, 2022, 2023, 2024]",2025,2,Wed,17,08:30,0.4,0.2,60,0,323,1615,303,9.397,73,61.5,0.8425,True
[2019],2020,2,Wed,18,09:00,0.4,0.2,0,60,122,610,24,10.1958,127,1611.1,12.6858,True
"[2019, 2020]",2021,2,Wed,18,09:00,0.4,0.2,0,0,120,600,151,14.4894,125,269.7,2.1576,True
"[2019, 2020, 2021]",2022,2,Wed,18,09:00,0.4,0.2,0,0,120,600,276,8.9043,146,1311.0,8.9795,True
"[2019, 2020, 2021, 2022]",2023,2,Wed,18,09:00,0.4,0.2,0,0,120,600,422,8.9303,140,2488.3,17.7736,True
"[2019, 2020, 2021, 2022, 2023]",2024,2,Wed,18,09:00,0.4,0.2,0,0,89,445,562,11.5801,117,717.4,6.1316,True
"[2019, 2020, 2021, 2022, 2023, 2024]",2025,2,Wed,18,09:00,0.4,0.2,0,0,89,445,679,10.6412,140,793.4,5.6671,True
"[2019, 2020, 2021, 2022, 2023, 2024, 2025]",2026,2,Wed,18,09:00,0.4,0.2,0,0,407,2035,819,10.0391,15,122.7,8.18,True
[2019],2020,2,Wed,19,09:30,0.4,0.2,15,60,264,1320,17,22.6647,68,226.6,3.3324,True
"[2019, 2020]",2021,2,Wed,19,09:30,0.4,0.2,35,0,77,385,63,12.0937,78,77.4,0.9923,True
"[2019, 2020, 2021]",2022,2,Wed,19,09:30,0.4,0.2,35,0,73,365,141,6.0752,75,587.9,7.8387,True
"[2019, 2020, 2021, 2022]",2023,2,Wed,19,09:30,0.4,0.2,30,0,80,400,226,6.8845,53,376.9,7.1113,True
"[2019, 2020, 2021, 2022, 2023]",2024,2,Wed,19,09:30,0.4,0.2,30,0,80,400,279,6.9276,52,110.1,2.1173,True
"[2019, 2020, 2021, 2022, 2023, 2024]",2025,2,Wed,19,09:30,0.4,0.2,30,0,80,400,331,6.1719,63,-42.6,-0.6762,False
"[2019, 2020, 2021, 2022, 2023, 2024, 2025]",2026,2,Wed,19,09:30,0.4,0.2,30,0,81,405,394,5.086,4,-26.8,-6.7,False
[2019],2020,2,Wed,20,10:00,0.4,0.2,35,50,198,990,18,9.2167,109,1043.3,9.5716,True
"[2019, 2020]",2021,2,Wed,20,10:00,0.4,0.2,55,60,279,1395,94,15.6309,77,307.3,3.9909,True
"[2019, 2020, 2021]",2022,2,Wed,20,10:00,0.4,0.2,45,60,299,1495,189,10.6757,83,-559.5,-6.741,False
"[2019, 2020, 2021, 2022]",2023,2,Wed,20,10:00,0.4,0.2,0,15,257,1285,427,7.8393,128,1251.1,9.7742,True
"[2019, 2020, 2021, 2022, 2023]",2024,2,Wed,20,10:00,0.4,0.2,0,15,257,1285,555,8.2856,127,358.1,2.8197,True
"[2019, 2020, 2021, 2022, 2023, 2024]",2025,2,Wed,20,10:00,0.4,0.2,0,15,257,1285,682,7.2677,105,599.4,5.7086,True
"[2019, 2020, 2021, 2022, 2023, 2024, 2025]",2026,2,Wed,20,10:00,0.4,0.2,0,15,257,1285,787,7.0597,8,22.4,2.8,True
"[2019, 2020]",2021,2,Wed,21,10:30,0.4,0.2,0,15,75,375,124,9.9355,115,104.7,0.9104,True
"[2019, 2020, 2021]",2022,2,Wed,21,10:30,0.4,0.2,0,0,262,1310,239,7.0038,92,1028.9,11.1837,True
"[2019, 2020, 2021, 2022]",2023,2,Wed,21,10:30,0.4,0.2,0,0,97,485,331,8.5205,101,1009.3,9.9931,True
"[2019, 2020, 2021, 2022, 2023]",2024,2,Wed,21,10:30,0.4,0.2,0,0,97,485,432,8.8648,96,1043.6,10.8708,True
"[2019, 2020, 2021, 2022, 2023, 2024]",2025,2,Wed,21,10:30,0.4,0.2,35,0,282,1410,346,9.6855,59,-97.4,-1.6508,False
[2019],2020,2,Wed,22,11:00,0.4,0.2,0,20,48,240,21,5.7238,120,866.3,7.2192,True
"[2019, 2020]",2021,2,Wed,22,11:00,0.4,0.2,60,0,309,1545,73,14.7986,87,425.5,4.8908,True
"[2019, 2020, 2021]",2022,2,Wed,22,11:00,0.4,0.2,0,0,321,1605,285,9.7726,128,893.3,6.9789,True
"[2019, 2020, 2021, 2022]",2023,2,Wed,22,11:00,0.4,0.2,60,0,309,1545,221,9.4271,69,540.4,7.8319,True
"[2019, 2020, 2021, 2022, 2023]",2024,2,Wed,22,11:00,0.4,0.2,60,0,535,2675,290,9.4638,73,186.0,2.5479,True
"[2019, 2020, 2021, 2022, 2023, 2024]",2025,2,Wed,22,11:00,0.4,0.2,60,0,535,2675,363,8.073,66,81.8,1.2394,True
"[2019, 2020, 2021, 2022, 2023, 2024, 2025]",2026,2,Wed,22,11:00,0.4,0.2,0,0,547,2735,813,7.5311,13,40.8,3.1385,True
[2019],2020,2,Wed,23,11:30,0.4,0.2,15,60,192,960,15,2.88,68,-229.8,-3.3794,False
"[2019, 2020]",2021,2,Wed,23,11:30,0.4,0.2,0,0,82,410,105,6.3667,94,688.5,7.3245,True
"[2019, 2020, 2021]",2022,2,Wed,23,11:30,0.4,0.2,30,0,77,385,119,7.3983,70,386.9,5.5271,True
"[2019, 2020, 2021, 2022]",2023,2,Wed,23,11:30,0.4,0.2,55,0,83,415,147,8.0061,59,322.2,5.461,True
"[2019, 2020, 2021, 2022, 2023]",2024,2,Wed,23,11:30,0.4,0.2,55,0,348,1740,206,8.4956,47,103.5,2.2021,True
"[2019, 2020, 2021, 2022, 2023, 2024]",2025,2,Wed,23,11:30,0.4,0.2,55,0,348,1740,253,7.3265,31,24.8,0.8,True
"[2019, 2020, 2021, 2022, 2023, 2024, 2025]",2026,2,Wed,23,11:30,0.4,0.2,55,0,348,1740,284,6.6141,5,-36.1,-7.22,False
[2019],2020,2,Wed,24,12:00,0.4,0.2,20,20,65,325,21,4.1,146,1974.4,13.5233,True
"[2019, 2020]",2021,2,Wed,24,12:00,0.4,0.2,0,60,168,840,200,18.756,182,3197.7,17.5698,True
"[2019, 2020, 2021]",2022,2,Wed,24,12:00,0.4,0.2,0,60,168,840,382,18.1908,160,2205.8,13.7862,True
"[2019, 2020, 2021, 2022]",2023,2,Wed,24,12:00,0.4,0.2,0,60,168,840,542,16.8906,177,3289.8,18.5864,True
"[2019, 2020, 2021, 2022, 2023]",2024,2,Wed,24,12:00,0.4,0.2,0,60,228,1140,719,17.4324,145,1791.2,12.3531,True
