train_years,test_year,dow,dow_name,window,window_utc,entry_thresh,exit_thresh,entry_confirm_min,exit_confirm_min,timed_exit_bars,timed_exit_min,train_n,train_avg_pips,test_n,test_total_pips,test_avg_pips,oos_profitable
[2019],2020,0,Mon,0,00:00,0.4,0.2,10,60,144,720,38,7.3605,177,114.7,0.648,True
"[2019, 2020]",2021,0,Mon,0,00:00,0.4,0.2,0,60,35,175,231,4.0831,228,935.5,4.1031,True
"[2019, 2020, 2021]",2022,0,Mon,0,00:00,0.4,0.2,0,50,455,2275,459,4.6373,206,2665.7,12.9403,True
"[2019, 2020, 2021, 2022]",2023,0,Mon,0,00:00,0.4,0.2,0,50,120,600,665,7.4958,214,913.3,4.2678,True
"[2019, 2020, 2021, 2022, 2023]",2024,0,Mon,0,00:00,0.4,0.2,0,60,375,1875,879,7.1118,227,927.5,4.0859,True
"[2019, 2020, 2021, 2022, 2023, 2024]",2025,0,Mon,0,00:00,0.4,0.2,0,60,438,2190,1106,6.4949,185,884.1,4.7789,True
"[2019, 2020, 2021, 2022, 2023, 2024, 2025]",2026,0,Mon,0,00:00,0.4,0.2,0,55,387,1935,1291,6.3343,23,289.5,12.587,True
[2019],2020,0,Mon,1,00:30,0.4,0.2,60,60,113,565,21,6.4429,58,-117.7,-2.0293,False
"[2019, 2020]",2021,0,Mon,1,00:30,0.4,0.2,0,0,123,615,163,4.6933,122,231.5,1.8975,True
"[2019, 2020, 2021]",2022,0,Mon,1,00:30,0.4,0.2,0,0,123,615,285,3.4965,146,1034.9,7.0884,True
"[2019, 2020, 2021, 2022]",2023,0,Mon,1,00:30,0.4,0.2,0,0,122,610,431,4.7202,158,1940.6,12.2823,True
"[2019, 2020, 2021, 2022, 2023]",2024,0,Mon,1,00:30,0.4,0.2,0,0,182,910,589,6.9477,137,893.7,6.5234,True
"[2019, 2020, 2021, 2022, 2023, 2024]",2025,0,Mon,1,00:30,0.4,0.2,0,0,182,910,726,6.8676,124,426.2,3.4371,True
"[2019, 2020, 2021, 2022, 2023, 2024, 2025]",2026,0,Mon,1,00:30,0.4,0.2,0,0,182,910,850,6.3672,5,-23.3,-4.66,False
[2019],2020,0,Mon,2,01:00,0.4,0.2,0,60,79,395,21,8.6762,160,1193.5,7.4594,True
"[2019, 2020]",2021,0,Mon,2,01:00,0.4,0.2,0,60,164,820,181,12.8453,177,348.0,1.9661,True
"[2019, 2020, 2021]",2022,0,Mon,2,01:00,0.4,0.2,0,60,174,870,358,7.4735,152,2117.1,13.9283,True
"[2019, 2020, 2021, 2022]",2023,0,Mon,2,01:00,0.4,0.2,0,60,183,915,510,9.4822,176,1265.6,7.1909,True
"[2019, 2020, 2021, 2022, 2023]",2024,0,Mon,2,01:00,0.4,0.2,0,60,183,915,686,8.8943,145,852.1,5.8766,True
"[2019, 2020, 2021, 2022, 2023, 2024]",2025,0,Mon,2,01:00,0.4,0.2,0,60,378,1890,831,8.4414,147,362.5,2.466,True
"[2019, 2020, 2021, 2022, 2023, 2024, 2025]",2026,0,Mon,2,01:00,0.4,0.2,0,35,362,1810,978,7.5905,11,232.5,21.1364,True
[2019],2020,0,Mon,3,01:30,0.4,0.2,55,55,58,290,16,5.3313,74,175.7,2.3743,True
"[2019, 2020]",2021,0,Mon,3,01:30,0.4,0.2,50,60,123,615,92,7.8228,62,-87.9,-1.4177,False
"[2019, 2020, 2021]",2022,0,Mon,3,01:30,0.4,0.2,50,60,123,615,154,4.1026,65,54.6,0.84,True
"[2019, 2020, 2021, 2022]",2023,0,Mon,3,01:30,0.4,0.2,0,0,278,1390,389,4.3722,125,775.0,6.2,True
"[2019, 2020, 2021, 2022, 2023]",2024,0,Mon,3,01:30,0.4,0.2,60,0,158,790,258,6.0283,47,388.5,8.266,True
"[2019, 2020, 2021, 2022, 2023, 2024]",2025,0,Mon,3,01:30,0.4,0.2,60,0,158,790,305,6.3731,64,124.9,1.9516,True
"[2019, 2020, 2021, 2022, 2023, 2024, 2025]",2026,0,Mon,3,01:30,0.4,0.2,60,0,146,730,369,5.6203,3,43.2,14.4,True
[2019],2020,0,Mon,4,02:00,0.4,0.2,0,60,169,845,18,7.75,120,462.6,3.855,True
"[2019, 2020]",2021,0,Mon,4,02:00,0.4,0.2,60,60,145,725,72,6.2236,79,128.3,1.6241,True
"[2019, 2020, 2021]",2022,0,Mon,4,02:00,0.4,0.2,0,60,464,2320,269,4.4405,103,934.0,9.068,True
"[2019, 2020, 2021, 2022]",2023,0,Mon,4,02:00,0.4,0.2,60,60,77,385,209,6.8785,104,193.6,1.8615,True
"[2019, 2020, 2021, 2022, 2023]",2024,0,Mon,4,02:00,0.4,0.2,0,0,157,785,535,7.2288,93,395.5,4.2527,True
"[2019, 2020, 2021, 2022, 2023, 2024]",2025,0,Mon,4,02:00,0.4,0.2,0,0,152,760,628,6.8446,126,447.2,3.5492,True
"[2019, 2020, 2021, 2022, 2023, 2024, 2025]",2026,0,Mon,4,02:00,0.4,0.2,0,0,152,760,754,6.2939,14,177.4,12.6714,True
[2019],2020,0,Mon,5,02:30,0.4,0.2,5,50,58,290,15,4.54,92,-283.8,-3.0848,False
"[2019, 2020]",2021,0,Mon,5,02:30,0.4,0.2,45,15,137,685,51,9.349,54,-133.5,-2.4722,False
"[2019, 2020, 2021]",2022,0,Mon,5,02:30,0.4,0.2,45,15,137,685,105,3.2695,43,102.4,2.3814,True
"[2019, 2020, 2021, 2022]",2023,0,Mon,5,02:30,0.4,0.2,45,35,159,795,148,3.1574,54,-115.1,-2.1315,False
"[2019, 2020, 2021, 2022, 2023]",2024,0,Mon,5,02:30,0.4,0.2,45,15,137,685,202,2.0911,63,72.5,1.1508,True
"[2019, 2020, 2021, 2022, 2023, 2024]",2025,0,Mon,5,02:30,0.4,0.2,0,0,131,655,493,2.7229,92,318.6,3.463,True
"[2019, 2020, 2021, 2022, 2023, 2024, 2025]",2026,0,Mon,5,02:30,0.4,0.2,0,0,215,1075,585,2.9757,11,11.9,1.0818,True
[2019],2020,0,Mon,6,03:00,0.4,0.2,0,60,96,480,17,0.7,117,107.5,0.9188,True
"[2019, 2020]",2021,0,Mon,6,03:00,0.4,0.2,5,45,70,350,122,1.7705,118,182.3,1.5449,True
"[2019, 2020, 2021]",2022,0,Mon,6,03:00,0.4,0.2,0,60,90,450,255,1.9737,118,-123.1,-1.0432,False
"[2019, 2020, 2021, 2022]",2023,0,Mon,6,03:00,0.4,0.2,0,0,105,525,373,2.2067,123,974.5,7.9228,True
"[2019, 2020, 2021, 2022, 2023]",2024,0,Mon,6,03:00,0.4,0.2,60,0,53,265,250,4.0424,63,136.4,2.1651,True
"[2019, 2020, 2021, 2022, 2023, 2024]",2025,0,Mon,6,03:00,0.4,0.2,0,0,157,785,616,4.08,117,230.9,1.9735,True
"[2019, 2020, 2021, 2022, 2023, 2024, 2025]",2026,0,Mon,6,03:00,0.4,0.2,0,0,157,785,733,3.7438,11,82.5,7.5,True
[2019],2020,0,Mon,7,03:30,0.4,0.2,0,60,50,250,15,1.9933,101,-51.2,-0.5069,False
"[2019, 2020]",2021,0,Mon,7,03:30,0.4,0.2,60,45,367,1835,50,6.576,31,-208.8,-6.7355,False
"[2019, 2020, 2021]",2022,0,Mon,7,03:30,0.4,0.2,60,45,367,1835,81,1.4815,29,177.5,6.1207,True
"[2019, 2020, 2021, 2022]",2023,0,Mon,7,03:30,0.4,0.2,60,45,367,1835,110,2.7045,39,-168.8,-4.3282,False
"[2019, 2020, 2021, 2022, 2023]",2024,0,Mon,7,03:30,0.4,0.2,0,0,125,625,381,1.2433,115,336.8,2.9287,True
"[2019, 2020, 2021, 2022, 2023, 2024]",2025,0,Mon,7,03:30,0.4,0.2,60,0,113,565,206,1.7369,33,11.9,0.3606,True
"[2019, 2020, 2021, 2022, 2023, 2024, 2025]",2026,0,Mon,7,03:30,0.4,0.2,60,0,113,565,239,1.5469,3,-13.0,-4.3333,False
[2019],2020,0,Mon,8,04:00,0.4,0.2,40,60,23,115,15,1.3867,107,-148.4,-1.3869,False
"[2019, 2020]",2021,0,Mon,8,04:00,0.4,0.2,20,60,329,1645,145,10.251,143,288.1,2.0147,True
"[2019, 2020, 2021]",2022,0,Mon,8,04:00,0.4,0.2,60,60,323,1615,182,6.8769,89,723.6,8.1303,True
"[2019, 2020, 2021, 2022]",2023,0,Mon,8,04:00,0.4,0.2,5,60,575,2875,480,7.9871,142,897.0,6.3169,True
"[2019, 2020, 2021, 2022, 2023]",2024,0,Mon,8,04:00,0.4,0.2,0,60,576,2880,649,7.7855,144,958.6,6.6569,True
"[2019, 2020, 2021, 2022, 2023, 2024]",2025,0,Mon,8,04:00,0.4,0.2,0,60,335,1675,793,7.61,201,1210.9,6.0244,True
"[2019, 2020, 2021, 2022, 2023, 2024, 2025]",2026,0,Mon,8,04:00,0.4,0.2,0,60,438,2190,994,7.389,15,150.8,10.0533,True
[2019],2020,0,Mon,9,04:30,0.4,0.2,35,30,115,575,15,9.8133,53,240.7,4.5415,True
"[2019, 2020]",2021,0,Mon,9,04:30,0.4,0.2,55,60,87,435,57,10.6544,55,0.6,0.0109,True
"[2019, 2020, 2021]",2022,0,Mon,9,04:30,0.4,0.2,60,60,86,430,107,5.614,46,599.6,13.0348,True
"[2019, 2020, 2021, 2022]",2023,0,Mon,9,04:30,0.4,0.2,60,0,131,655,153,9.1242,58,16.0,0.2759,True
"[2019, 2020, 2021, 2022, 2023]",2024,0,Mon,9,04:30,0.4,0.2,60,0,131,655,211,6.6919,66,-97.6,-1.4788,False
"[2019, 2020, 2021, 2022, 2023, 2024]",2025,0,Mon,9,04:30,0.4,0.2,55,0,132,660,288,4.9712,43,505.0,11.7442,True
"[2019, 2020, 2021, 2022, 2023, 2024, 2025]",2026,0,Mon,9,04:30,0.4,0.2,55,0,127,635,331,5.9148,3,0.5,0.1667,True
[2019],2020,0,Mon,10,05:00,0.4,0.2,10,40,33,165,22,2.9,135,289.6,2.1452,True
"[2019, 2020]",2021,0,Mon,10,05:00,0.4,0.2,60,0,91,455,87,7.1172,68,119.9,1.7632,True
"[2019, 2020, 2021]",2022,0,Mon,10,05:00,0.4,0.2,60,0,96,480,155,4.8613,93,951.7,10.2333,True
"[2019, 2020, 2021, 2022]",2023,0,Mon,10,05:00,0.4,0.2,0,60,126,630,479,8.3175,152,823.2,5.4158,True
"[2019, 2020, 2021, 2022, 2023]",2024,0,Mon,10,05:00,0.4,0.2,0,60,119,595,631,7.6417,150,610.8,4.072,True
"[2019, 2020, 2021, 2022, 2023, 2024]",2025,0,Mon,10,05:00,0.4,0.2,45,0,109,545,457,6.9836,93,222.2,2.3892,True
"[2019, 2020, 2021, 2022, 2023, 2024, 2025]",2026,0,Mon,10,05:00,0.4,0.2,60,0,106,530,465,6.351,7,135.7,19.3857,True
[2019],2020,0,Mon,11,05:30,0.4,0.2,20,60,17,85,22,2.2636,123,72.7,0.5911,True
"[2019, 2020]",2021,0,Mon,11,05:30,0.4,0.2,45,30,310,1550,106,9.1443,67,145.5,2.1716,True
"[2019, 2020, 2021]",2022,0,Mon,11,05:30,0.4,0.2,60,0,146,730,149,7.2564,53,1081.7,20.4094,True
"[2019, 2020, 2021, 2022]",2023,0,Mon,11,05:30,0.4,0.2,60,0,146,730,202,10.7074,69,249.6,3.6174,True
"[2019, 2020, 2021, 2022, 2023]",2024,0,Mon,11,05:30,0.4,0.2,60,0,146,730,271,8.9022,51,203.2,3.9843,True
"[2019, 2020, 2021, 2022, 2023, 2024]",2025,0,Mon,11,05:30,0.4,0.2,60,0,146,730,322,8.1233,51,286.2,5.6118,True
"[2019, 2020, 2021, 2022, 2023, 2024, 2025]",2026,0,Mon,11,05:30,0.4,0.2,60,0,146,730,373,7.7799,5,81.1,16.22,True
[2019],2020,0,Mon,12,06:00,0.4,0.2,0,40,15,75,24,0.9125,172,542.8,3.1558,True
"[2019, 2020]",2021,0,Mon,12,06:00,0.4,0.2,0,0,501,2505,196,6.3648,180,441.3,2.4517,True
"[2019, 2020, 2021]",2022,0,Mon,12,06:00,0.4,0.2,0,0,501,2505,376,4.4915,135,1368.3,10.1356,True
"[2019, 2020, 2021, 2022]",2023,0,Mon,12,06:00,0.4,0.2,0,60,576,2880,511,6.8945,163,454.3,2.7871,True
"[2019, 2020, 2021, 2022, 2023]",2024,0,Mon,12,06:00,0.4,0.2,0,0,501,2505,674,6.2096,192,2100.0,10.9375,True
"[2019, 2020, 2021, 2022, 2023, 2024]",2025,0,Mon,12,06:00,0.4,0.2,0,0,138,690,866,7.3397,177,1080.3,6.1034,True
"[2019, 2020, 2021, 2022, 2023, 2024, 2025]",2026,0,Mon,12,06:00,0.4,0.2,0,0,142,710,1043,7.1379,10,49.0,4.9,True
[2019],2020,0,Mon,13,06:30,0.4,0.2,0,45,65,325,23,9.0174,134,127.7,0.953,True
"[2019, 2020]",2021,0,Mon,13,06:30,0.4,0.2,30,60,295,1475,87,10.0621,101,207.5,2.0545,True
"[2019, 2020, 2021]",2022,0,Mon,13,06:30,0.4,0.2,30,0,86,430,188,6.5878,75,619.5,8.26,True
"[2019, 2020, 2021, 2022]",2023,0,Mon,13,06:30,0.4,0.2,30,0,93,465,263,7.2513,81,691.6,8.5383,True
"[2019, 2020, 2021, 2022, 2023]",2024,0,Mon,13,06:30,0.4,0.2,30,0,114,570,344,7.9622,83,686.8,8.2747,True
"[2019, 2020, 2021, 2022, 2023, 2024]",2025,0,Mon,13,06:30,0.4,0.2,30,0,114,570,427,8.023,87,938.2,10.7839,True
[2019],2020,0,Mon,14,07:00,0.4,0.2,50,5,66,330,15,15.4533,120,895.6,7.4633,True
"[2019, 2020]",2021,0,Mon,14,07:00,0.4,0.2,0,0,94,470,211,13.8038,192,1172.4,6.1063,True
"[2019, 2020, 2021]",2022,0,Mon,14,07:00,0.4,0.2,0,0,94,470,403,10.1365,153,2134.7,13.9523,True
"[2019, 2020, 2021, 2022]",2023,0,Mon,14,07:00,0.4,0.2,0,0,576,2880,556,11.4176,160,943.2,5.895,True
"[2019, 2020, 2021, 2022, 2023]",2024,0,Mon,14,07:00,0.4,0.2,0,0,576,2880,716,10.1835,173,1782.4,10.3029,True
"[2019, 2020, 2021, 2022, 2023, 2024]",2025,0,Mon,14,07:00,0.4,0.2,0,0,576,2880,889,10.2067,187,1546.2,8.2684,True
"[2019, 2020, 2021, 2022, 2023, 2024, 2025]",2026,0,Mon,14,07:00,0.4,0.2,0,0,94,470,1076,9.8873,17,41.6,2.4471,True
[2019],2020,0,Mon,15,07:30,0.4,0.2,0,35,81,405,22,3.8909,141,1255.7,8.9057,True
"[2019, 2020]",2021,0,Mon,15,07:30,0.4,0.2,25,0,86,430,105,11.0352,117,440.0,3.7607,True
"[2019, 2020, 2021]",2022,0,Mon,15,07:30,0.4,0.2,0,0,115,575,322,8.0121,109,829.7,7.6119,True
"[2019, 2020, 2021, 2022]",2023,0,Mon,15,07:30,0.4,0.2,0,0,115,575,431,7.9109,141,1038.5,7.3652,True
"[2019, 2020, 2021, 2022, 2023]",2024,0,Mon,15,07:30,0.4,0.2,0,0,266,1330,572,7.9,132,363.5,2.7538,True
"[2019, 2020, 2021, 2022, 2023, 2024]",2025,0,Mon,15,07:30,0.4,0.2,0,0,266,1330,704,6.9351,111,1058.8,9.5387,True
"[2019, 2020, 2021, 2022, 2023, 2024, 2025]",2026,0,Mon,15,07:30,0.4,0.2,0,0,149,745,815,7.2945,12,2.1,0.175,True
[2019],2020,0,Mon,16,08:00,0.4,0.2,60,55,297,1485,21,11.1952,127,383.9,3.0228,True
"[2019, 2020]",2021,0,Mon,16,08:00,0.4,0.2,0,60,54,270,233,11.5708,192,1002.8,5.2229,True
"[2019, 2020, 2021]",2022,0,Mon,16,08:00,0.4,0.2,0,30,89,445,425,9.0976,161,2408.1,14.9571,True
"[2019, 2020, 2021, 2022]",2023,0,Mon,16,08:00,0.4,0.2,0,60,346,1730,586,11.9142,192,2309.9,12.0307,True
"[2019, 2020, 2021, 2022, 2023]",2024,0,Mon,16,08:00,0.4,0.2,0,60,332,1660,778,11.9546,175,967.5,5.5286,True
"[2019, 2020, 2021, 2022, 2023, 2024]",2025,0,Mon,16,08:00,0.4,0.2,0,60,360,1800,953,10.7857,148,987.5,6.6723,True
"[2019, 2020, 2021, 2022, 2023, 2024, 2025]",2026,0,Mon,16,08:00,0.4,0.2,0,60,346,1730,1101,10.2402,19,598.2,31.4842,True
[2019],2020,0,Mon,17,08:30,0.4,0.2,5,45,130,650,18,5.6333,145,115.2,0.7945,True
"[2019, 2020]",2021,0,Mon,17,08:30,0.4,0.2,60,60,379,1895,87,11.6218,76,305.2,4.0158,True
"[2019, 2020, 2021]",2022,0,Mon,17,08:30,0.4,0.2,35,60,293,1465,199,8.5246,78,499.4,6.4026,True
"[2019, 2020, 2021, 2022]",2023,0,Mon,17,08:30,0.4,0.2,35,0,310,1550,277,8.5397,80,568.0,7.1,True
"[2019, 2020, 2021, 2022, 2023]",2024,0,Mon,17,08:30,0.4,0.2,0,0,317,1585,545,8.3468,121,463.2,3.8281,True
"[2019, 2020, 2021, 2022, 2023, 2024]",2025,0,Mon,17,08:30,0.4,0.2,0,0,317,1585,666,7.5258,121,775.3,6.4074,True
"[2019, 2020, 2021, 2022, 2023, 2024, 2025]",2026,0,Mon,17,08:30,0.4,0.2,0,0,317,1585,787,7.3539,13,48.5,3.7308,True
[2019],2020,0,Mon,18,09:00,0.4,0.2,45,0,45,225,24,13.7125,104,884.8,8.5077,True
"[2019, 2020]",2021,0,Mon,18,09:00,0.4,0.2,0,60,64,320,174,12.6299,143,547.5,3.8287,True
"[2019, 2020, 2021]",2022,0,Mon,18,09:00,0.4,0.2,0,0,204,1020,317,9.3855,126,1290.3,10.2405,True
"[2019, 2020, 2021, 2022]",2023,0,Mon,18,09:00,0.4,0.2,0,60,550,2750,443,10.0203,121,645.1,5.3314,True
"[2019, 2020, 2021, 2022, 2023]",2024,0,Mon,18,09:00,0.4,0.2,0,0,204,1020,564,9.4559,135,572.6,4.2415,True
"[2019, 2020, 2021, 2022, 2023, 2024]",2025,0,Mon,18,09:00,0.4,0.2,0,0,327,1635,699,8.4614,146,1924.6,13.1822,True
"[2019, 2020, 2021, 2022, 2023, 2024, 2025]",2026,0,Mon,18,09:00,0.4,0.2,0,0,327,1635,845,9.277,5,32.3,6.46,True
[2019],2020,0,Mon,19,09:30,0.4,0.2,0,30,122,610,22,15.9409,108,814.3,7.5398,True
"[2019, 2020]",2021,0,Mon,19,09:30,0.4,0.2,20,35,87,435,102,11.5824,79,355.1,4.4949,True
"[2019, 2020, 2021]",2022,0,Mon,19,09:30,0.4,0.2,30,30,85,425,153,8.7621,65,-179.4,-2.76,False
"[2019, 2020, 2021, 2022]",2023,0,Mon,19,09:30,0.4,0.2,55,0,82,410,180,7.5472,58,266.0,4.5862,True
"[2019, 2020, 2021, 2022, 2023]",2024,0,Mon,19,09:30,0.4,0.2,55,0,55,275,238,6.9588,67,243.3,3.6313,True
"[2019, 2020, 2021, 2022, 2023, 2024]",2025,0,Mon,19,09:30,0.4,0.2,55,0,83,415,305,6.3548,62,239.8,3.8677,True
"[2019, 2020, 2021, 2022, 2023, 2024, 2025]",2026,0,Mon,19,09:30,0.4,0.2,0,0,94,470,673,6.1704,14,101.2,7.2286,True
[2019],2020,0,Mon,20,10:00,0.4,0.2,20,20,112,560,15,7.84,112,334.2,2.9839,True
"[2019, 2020]",2021,0,Mon,20,10:00,0.4,0.2,55,0,382,1910,87,8.4046,72,233.6,3.2444,True
"[2019, 2020, 2021]",2022,0,Mon,20,10:00,0.4,0.2,0,25,113,565,271,6.6771,104,1069.9,10.2875,True
"[2019, 2020, 2021, 2022]",2023,0,Mon,20,10:00,0.4,0.2,0,35,65,325,375,8.2832,124,807.4,6.5113,True
"[2019, 2020, 2021, 2022, 2023]",2024,0,Mon,20,10:00,0.4,0.2,0,35,65,325,499,7.8429,121,388.9,3.214,True
"[2019, 2020, 2021, 2022, 2023, 2024]",2025,0,Mon,20,10:00,0.4,0.2,0,0,393,1965,620,7.2947,109,669.4,6.1413,True
"[2019, 2020, 2021, 2022, 2023, 2024, 2025]",2026,0,Mon,20,10:00,0.4,0.2,0,0,393,1965,729,7.1222,13,-27.0,-2.0769,False
[2019],2020,0,Mon,21,10:30,0.4,0.2,25,0,57,285,23,10.2348,78,370.1,4.7449,True
"[2019, 2020]",2021,0,Mon,21,10:30,0.4,0.2,45,0,54,270,76,8.7224,68,346.1,5.0897,True
"[2019, 2020, 2021]",2022,0,Mon,21,10:30,0.4,0.2,45,0,54,270,144,7.0069,46,648.7,14.1022,True
"[2019, 2020, 2021, 2022]",2023,0,Mon,21,10:30,0.4,0.2,40,20,209,1045,197,9.8213,68,419.5,6.1691,True
"[2019, 2020, 2021, 2022, 2023]",2024,0,Mon,21,10:30,0.4,0.2,50,60,230,1150,249,9.4177,63,-30.2,-0.4794,False
"[2019, 2020, 2021, 2022, 2023, 2024]",2025,0,Mon,21,10:30,0.4,0.2,45,0,59,295,318,7.9667,56,72.0,1.2857,True
"[2019, 2020, 2021, 2022, 2023, 2024, 2025]",2026,0,Mon,21,10:30,0.4,0.2,45,0,59,295,374,6.9663,3,-7.3,-2.4333,False
[2019],2020,0,Mon,22,11:00,0.4,0.2,15,0,26,130,21,0.0333,106,317.2,2.9925,True
"[2019, 2020]",2021,0,Mon,22,11:00,0.4,0.2,0,40,63,315,143,8.0678,125,600.1,4.8008,True
"[2019, 2020, 2021]",2022,0,Mon,22,11:00,0.4,0.2,0,60,63,315,268,6.9317,136,104.6,0.7691,True
"[2019, 2020, 2021, 2022]",2023,0,Mon,22,11:00,0.4,0.2,0,0,374,1870,404,6.7104,136,832.3,6.1199,True
"[2019, 2020, 2021, 2022, 2023]",2024,0,Mon,22,11:00,0.4,0.2,0,0,374,1870,540,6.5617,139,475.0,3.4173,True
"[2019, 2020, 2021, 2022, 2023, 2024]",2025,0,Mon,22,11:00,0.4,0.2,0,0,374,1870,679,5.918,121,775.0,6.405,True
"[2019, 2020, 2021, 2022, 2023, 2024, 2025]",2026,0,Mon,22,11:00,0.4,0.2,0,0,374,1870,800,5.9916,14,87.9,6.2786,True
[2019],2020,0,Mon,23,11:30,0.4,0.2,0,0,112,560,19,0.7579,110,773.8,7.0345,True
"[2019, 2020]",2021,0,Mon,23,11:30,0.4,0.2,40,40,139,695,72,10.6986,87,-0.7,-0.008,False
"[2019, 2020, 2021]",2022,0,Mon,23,11:30,0.4,0.2,60,50,135,675,126,5.3444,41,-229.8,-5.6049,False
"[2019, 2020, 2021, 2022]",2023,0,Mon,23,11:30,0.4,0.2,0,0,103,515,367,3.8698,105,523.3,4.9838,True
"[2019, 2020, 2021, 2022, 2023]",2024,0,Mon,23,11:30,0.4,0.2,0,0,103,515,472,4.1176,118,156.6,1.3271,True
"[2019, 2020, 2021, 2022, 2023, 2024]",2025,0,Mon,23,11:30,0.4,0.2,0,0,314,1570,590,3.5817,107,265.2,2.4785,True
"[2019, 2020, 2021, 2022, 2023, 2024, 2025]",2026,0,Mon,23,11:30,0.4,0.2,0,0,103,515,697,3.428,10,24.7,2.47,True
[2019],2020,0,Mon,24,12:00,0.4,0.2,0,55,47,235,32,6.2875,141,1434.7,10.1752,True
"[2019, 2020]",2021,0,Mon,24,12:00,0.4,0.2,0,45,179,895,173,14.0954,132,814.9,6.1735,True
"[2019, 2020, 2021]",2022,0,Mon,24,12:00,0.4,0.2,5,50,178,890,292,10.9027,167,2291.2,13.7198,True
"[2019, 2020, 2021, 2022]",2023,0,Mon,24,12:00,0.4,0.2,0,50,176,880,478,12.9889,175,1145.8,6.5474,True
"[2019, 2020, 2021, 2022, 2023]",2024,0,Mon,24,12:00,0.4,0.2,0,50,176,880,653,11.2626,177,1854.0,10.4746,True
"[2019, 2020, 2021, 2022, 2023, 2024]",2025,0,Mon,24,12:00,0.4,0.2,0,60,176,880,830,11.389,152,1934.7,12.7283,True
"[2019, 2020, 2021, 2022, 2023, 2024, 2025]",2026,0,Mon,24,12:00,0.4,0.2,0,60,176,880,982,11.5963,15,294.0,19.6,True
[2019],2020,0,Mon,25,12:30,0.4,0.2,40,20,80,400,16,23.2562,63,-24.6,-0.3905,False
"[2019, 2020]",2021,0,Mon,25,12:30,0.4,0.2,25,60,355,1775,97,8.1443,102,586.6,5.751,True
"[2019, 2020, 2021]",2022,0,Mon,25,12:30,0.4,0.2,25,60,355,1775,199,6.9176,90,616.1,6.8456,True
"[2019, 2020, 2021, 2022]",2023,0,Mon,25,12:30,0.4,0.2,25,60,283,1415,289,6.9076,99,-95.1,-0.9606,False
"[2019, 2020, 2021, 2022, 2023]",2024,0,Mon,25,12:30,0.4,0.2,45,0,215,1075,293,6.2584,74,245.5,3.3176,True
"[2019, 2020, 2021, 2022, 2023, 2024]",2025,0,Mon,25,12:30,0.4,0.2,0,0,224,1120,692,6.1853,104,364.5,3.5048,True
"[2019, 2020, 2021, 2022, 2023, 2024, 2025]",2026,0,Mon,25,12:30,0.4,0.2,0,0,223,1115,796,5.8351,15,0.6,0.04,True
[2019],2020,0,Mon,26,13:00,0.4,0.2,0,60,36,180,27,13.6481,157,696.5,4.4363,True
"[2019, 2020]",2021,0,Mon,26,13:00,0.4,0.2,0,45,295,1475,184,9.0011,184,1125.6,6.1174,True
"[2019, 2020, 2021]",2022,0,Mon,26,13:00,0.4,0.2,0,30,274,1370,368,7.9342,178,1610.8,9.0494,True
"[2019, 2020, 2021, 2022]",2023,0,Mon,26,13:00,0.4,0.2,0,0,347,1735,546,9.1038,147,1163.5,7.915,True
"[2019, 2020, 2021, 2022, 2023]",2024,0,Mon,26,13:00,0.4,0.2,0,0,273,1365,693,8.8658,191,1491.3,7.8079,True
"[2019, 2020, 2021, 2022, 2023, 2024]",2025,0,Mon,26,13:00,0.4,0.2,0,0,309,1545,884,8.6445,119,1074.1,9.0261,True
"[2019, 2020, 2021, 2022, 2023, 2024, 2025]",2026,0,Mon,26,13:00,0.4,0.2,0,0,309,1545,1003,8.6897,10,126.0,12.6,True
[2019],2020,0,Mon,27,13:30,0.4,0.2,30,30,342,1710,15,14.0667,103,450.7,4.3757,True
"[2019, 2020]",2021,0,Mon,27,13:30,0.4,0.2,40,0,198,990,105,10.3638,102,286.9,2.8127,True
"[2019, 2020, 2021]",2022,0,Mon,27,13:30,0.4,0.2,0,0,206,1030,332,8.1741,118,1146.6,9.7169,True
"[2019, 2020, 2021, 2022]",2023,0,Mon,27,13:30,0.4,0.2,0,0,421,2105,450,8.6222,140,489.0,3.4929,True
"[2019, 2020, 2021, 2022, 2023]",2024,0,Mon,27,13:30,0.4,0.2,0,0,421,2105,590,7.4051,134,863.8,6.4463,True
"[2019, 2020, 2021, 2022, 2023, 2024]",2025,0,Mon,27,13:30,0.4,0.2,0,0,421,2105,724,7.2276,140,1263.5,9.025,True
"[2019, 2020, 2021, 2022, 2023, 2024, 2025]",2026,0,Mon,27,13:30,0.4,0.2,0,0,421,2105,864,7.5189,17,323.9,19.0529,True
[2019],2020,0,Mon,28,14:00,0.4,0.2,0,0,23,115,23,6.5391,133,972.3,7.3105,True
"[2019, 2020]",2021,0,Mon,28,14:00,0.4,0.2,0,0,21,105,156,7.7737,148,774.6,5.2338,True
"[2019, 2020, 2021]",2022,0,Mon,28,14:00,0.4,0.2,0,40,25,125,304,6.8625,134,850.7,6.3485,True
"[2019, 2020, 2021, 2022]",2023,0,Mon,28,14:00,0.4,0.2,0,45,375,1875,438,7.0532,142,1089.2,7.6704,True
"[2019, 2020, 2021, 2022, 2023]",2024,0,Mon,28,14:00,0.4,0.2,0,35,44,220,580,7.2543,148,807.0,5.4527,True
